number,link,Message,Subject Line,characters_count,and_or,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_obj_conn,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,removed_lines,label,not_sure,
498,https://github.com/jtablesaw/tablesaw/commit/b36e9ef5387a1123a720274d791890c5fb2903ab,"continued work on primitive-based sorts (incomplete), and implementation of dummy variable functions for category columns","continued work on primitive-based sorts (incomplete), and implementation of dummy variable functions for category columns",121,0,1,0,1,0,0,0,13,36,0,0,1,1,1,81,69,bad,,
499,https://github.com/jtablesaw/tablesaw/commit/064e54fa7dd15a8ae1e6fca3c417e3de4da1057e,Added categoryColumn tests,Added categoryColumn tests,26,1,1,1,1,0,1,1,1,0,0,-1,1,1,1,51,0,good,,
500,https://github.com/jtablesaw/tablesaw/commit/7067812c59e6a40f113b1099e3085e900ac2bf1b,Added toStrings for the columns,Added toStrings for the columns,31,1,1,1,1,0,1,1,10,9,0,0,1,1,1,52,0,bad,,
501,https://github.com/barryvdh/laravel-debugbar/commit/cbdf0e5c2572f4183bd645b542d38bb7f7777429,Add readme,Add readme,10,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,3,0,neutral,,
502,https://github.com/barryvdh/laravel-debugbar/commit/c37f11036cf01010266873c28822fa7b2623442f,Add common Collectors,Add common Collectors,21,1,1,1,1,1,1,1,1,3,0,0,-1,1,1,34,2,good,,
503,https://github.com/barryvdh/laravel-debugbar/commit/cc36d0aa47bb05a24785023fac17877fe9c3d857,Add events and make it actually work,Add events and make it actually work,36,0,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,14,2,good,,
504,https://github.com/barryvdh/laravel-debugbar/commit/8267239561c190105cc521ad0eff07833377fc54,Add ViewCollector,Add ViewCollector,17,1,1,1,1,1,1,1,2,4,0,0,1,1,1,52,5,good,,
505,https://github.com/barryvdh/laravel-debugbar/commit/4af41baadee48a72334e7023bcae8fe842f869a5,Add count,Add count,9,1,1,1,1,1,1,1,2,6,0,0,1,1,1,13,5,neutral,,
506,https://github.com/barryvdh/laravel-debugbar/commit/f52490b9775f17272a55d75d2fcfa2902a043caa,Add phpdocs/typehinting,Add phpdocs/typehinting,23,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,17,1,good,,
507,https://github.com/barryvdh/laravel-debugbar/commit/6d85cb06cd41650a3f855ad05bf923f9f2696dab,"Add route information

Just for 4.0 currently (not the rewritten Router)",Add route information,21,1,1,1,1,1,1,1,2,2,0,0,0.75,1,1,130,3,neutral,,
508,https://github.com/barryvdh/laravel-debugbar/commit/ae011811aae88703f806d817c5a6a7916b28d2f6,"Add readme and switch to dev-master

Because of little bug, until new tag is released.",Add readme and switch to dev-master,35,0,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,14,2,good,,
509,https://github.com/barryvdh/laravel-debugbar/commit/023b652abf49c974ae388a8f411e3ba249f6d453,Make Event logging optional,Make Event logging optional,27,1,1,1,1,1,1,1,2,1,0,0,1,1,1,4,1,good,,
510,https://github.com/barryvdh/laravel-debugbar/commit/02d29a5585165c241cac3db40512848bcb67d326,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,14,1,good,,
511,https://github.com/barryvdh/laravel-debugbar/commit/2be2dbdb226d01d387f90cd33a091a9c0077abd1,Update composer.json,Update composer.json,20,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,4,1,good,,
512,https://github.com/barryvdh/laravel-debugbar/commit/cf349b6adc2967cc89254113005f78a4946d813c,"Add Laravel info

Version and Environment",Add Laravel info,16,1,1,1,1,1,1,1,2,0,0,-1,1,1,1,55,0,good,,
513,https://github.com/barryvdh/laravel-debugbar/commit/0c3c25b0c7c5b8827c3f2982aee7df205444dedd,Add facade for messages,Add facade for messages,23,1,1,1,1,1,1,1,2,0,0,-1,1,1,1,42,1,good,,
514,https://github.com/barryvdh/laravel-debugbar/commit/e321c191a2fd98705455d38998ed2e65caf35791,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,1,neutral,,
515,https://github.com/barryvdh/laravel-debugbar/commit/094048d93e6d5e02e6711273a8380a7822c624aa,Add time Facade calls,Add time Facade calls,21,1,1,1,1,1,1,1,2,6,0,0,1,1,1,62,4,good,,
516,https://github.com/barryvdh/laravel-debugbar/commit/bcb5e6d9c0109f47840c842ee34ebb72b9b570ac,Add exceptions and docs for messages,Add exceptions and docs for messages,36,0,1,1,1,1,1,1,2,2,0,0,1,1,1,52,1,neutral,,
517,https://github.com/barryvdh/laravel-debugbar/commit/7b1efdb42df7b57d5d292d76260300a23ae37e72,"Update config

Explain about vendors.",Update config,13,1,1,1,1,1,1,1,2,1,0,0,-1,-1,-1,22,1,good,,
518,https://github.com/barryvdh/laravel-debugbar/commit/50d1d12f6e5cc30ec74be4547134db7babbeed28,Remove Mailer and check for DB Connection,Remove Mailer and check for DB Connection,41,0,1,1,1,1,1,1,1,2,0,0,1,-1,-1,7,6,neutral,,
519,https://github.com/barryvdh/laravel-debugbar/commit/6f9347158c99a89d1f5a0e35c6bee6f57e6d572e,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,1,neutral,,
520,https://github.com/barryvdh/laravel-debugbar/commit/de7862498f1221ad5f7ea501b8253765d01d9132,Fix non-object,Fix non-object,14,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,1,good,,
521,https://github.com/barryvdh/laravel-debugbar/commit/3bfa8665c9593fe782e23247bd69a86900693bd4,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,2,neutral,,
522,https://github.com/barryvdh/laravel-debugbar/commit/05511fa17c71d3ada9092c966ddca5bfd8869980,Add current route to top of debugbar,Add current route to top of debugbar,36,1,1,1,1,1,1,1,1,2,0,0,1,1,1,6,0,good,,
523,https://github.com/barryvdh/laravel-debugbar/commit/1aac7dbe5f5c0a605dab17d3889c646a8f95403c,Rename Monolog to Log,Rename Monolog to Log,21,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,2,2,good,,
524,https://github.com/barryvdh/laravel-debugbar/commit/0a6c26695d01cd66378098ba28e0d5fafa89497a,"Fix $this for 5.3

Fix for #1",Fix $this for 5.3,17,1,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,4,8,good,,
525,https://github.com/barryvdh/laravel-debugbar/commit/5b12f3c6acb7d076007eb10a0d90ad56e29705e1,Prepare for 4.1,Prepare for 4.1,15,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,1,bad,,
526,https://github.com/barryvdh/laravel-debugbar/commit/16451d83e5cb93ed8128f3088de47c8dabd435cb,Resolve Router,Resolve Router,14,1,1,1,1,1,1,1,2,4,0,0,-1,-1,-1,4,3,good,,
527,https://github.com/barryvdh/laravel-debugbar/commit/bbb2c9686fbf09c6cb3882b3d91cbd0621676983,Only for 4.0,Only for 4.0,12,1,1,1,1,0,1,0,2,0,0,-1,-1,-1,-1,2,1,bad,,
528,https://github.com/barryvdh/laravel-debugbar/commit/c1c4a062db19dbfab022f9d9bd18bb38b3215805,Add Router for 4.1,Add Router for 4.1,18,1,1,1,1,1,1,1,5,2,0,0,0.77,1,1,163,4,neutral,,
529,https://github.com/barryvdh/laravel-debugbar/commit/6a48b286bc6bcb4e1ba9d4b5caae93868373cf97,Rewrite logic based of Webprofiler,Rewrite logic based of Webprofiler,34,1,1,1,1,1,1,1,1,7,0,0,1,1,1,83,63,good,,
530,https://github.com/barryvdh/laravel-debugbar/commit/b64f8032b3dd0923eaf500fad2d2c0647db38390,Replace Request with SymfonyRequest,Replace Request with SymfonyRequest,35,1,1,1,1,1,1,1,2,2,0,0,1,0.79,1,79,3,good,,
531,https://github.com/barryvdh/laravel-debugbar/commit/ce869d97be0229e797e2ed6f17e9fa8897a48273,Switch some to default Debugbar,Switch some to default Debugbar,31,1,1,1,1,1,1,1,2,2,0,0,1,1,1,35,17,good,,
532,https://github.com/barryvdh/laravel-debugbar/commit/b40fb4d0111892778cc9a1c10370d4381e8d8581,Don't include response content,Don't include response content,30,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,good,,
533,https://github.com/barryvdh/laravel-debugbar/commit/512b8b8cb8940d54cb4e6c1bcd0a05f742c740f6,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,neutral,,
534,https://github.com/barryvdh/laravel-debugbar/commit/4ffc458ce3f177234a11194694c014d2c9f930f5,Fix locale,Fix locale,10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,neutral,,
535,https://github.com/barryvdh/laravel-debugbar/commit/c91073a118cc7333b3a1cf52efc3f9e608b6ee7c,"Merge Messages and Monolog

Cleaner for much the same output..",Merge Messages and Monolog,26,0,1,1,1,1,1,1,1,4,0,0,1,-1,-1,5,1,good,,
536,https://github.com/barryvdh/laravel-debugbar/commit/62278cf78cd54e3b324471e110204876484a09dc,Add config for collectors,Add config for collectors,25,1,1,1,1,1,1,1,3,5,0,0,1,1,1,84,32,good,,
537,https://github.com/barryvdh/laravel-debugbar/commit/bf3bd4d8d4b5b6ba8acd67e1e45ffe7bcea785dd,"Don't restrict Response/Request

Fixes #2",Don't restrict Response/Request,31,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,neutral,,
538,https://github.com/barryvdh/laravel-debugbar/commit/1b2d47c391a76a2c5edb1e72f7abec364f88e94a,"Remove $this from closure for php5.3

For #1",Remove $this from closure for php5.3,36,1,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,20,17,good,,
539,https://github.com/barryvdh/laravel-debugbar/commit/eac7738534c78db0a6dbb0844dc4f64bfd435645,"Add Twig collector

Currently just for https://github.com/barryvdh/laravel-twigbridge",Add Twig collector,18,1,1,1,1,1,1,1,2,2,0,0,0.29,1,1,11,3,good,,
540,https://github.com/barryvdh/laravel-debugbar/commit/f8fcd5a577071d4fe3032aff4f436afa9fbf6859,Tweak log collector,Tweak log collector,19,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,4,2,good,,
541,https://github.com/barryvdh/laravel-debugbar/commit/04cfd3c298c48e1b4c1d21d51b867cf375e8226c,Skip Twig header when View is enabled.,Skip Twig header when View is enabled.,38,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,4,1,good,,
542,https://github.com/barryvdh/laravel-debugbar/commit/6e8a76f22ab42f9b9435ba2b3783f8052bc4abef,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,12,5,good,,
543,https://github.com/barryvdh/laravel-debugbar/commit/27a885905a81d1d2e2c1550054a886892eb0ba4d,Remove view badge,Remove view badge,17,1,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,0,5,good,,
544,https://github.com/barryvdh/laravel-debugbar/commit/52b641f590710727be30a0059ad7e37c9b5616bd,Update Facade.php,Update Facade.php,17,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,2,2,good,,
545,https://github.com/barryvdh/laravel-debugbar/commit/2780aa63d01fe1ee6691dbd0dcc56dcac8a3c000,Show db by default,Show db by default,18,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,2,2,good,,
546,https://github.com/barryvdh/laravel-debugbar/commit/5035f694e59c483718023dc2e681c4bfbc08af91,Add db to config,Add db to config,16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,good,,
547,https://github.com/barryvdh/laravel-debugbar/commit/6296b84768b2e4e71c631cd36f5e25d3601de0a9,Check if collectors are available,Check if collectors are available,33,1,1,1,1,1,1,1,1,7,0,0,1,1,1,21,8,good,,
548,https://github.com/barryvdh/laravel-debugbar/commit/20208d43ed06e60f0d8584642c4ca49643c22e18,Only add collectors when enabled,Only add collectors when enabled,32,1,1,1,1,0,1,1,1,2,0,0,0.67,1,0.67,76,71,good,,
549,https://github.com/barryvdh/laravel-debugbar/commit/e54cba89f01dd7d4d2b33a65ce47c141711f7c46,Cleanup Request a bit,Cleanup Request a bit,21,1,1,1,1,1,1,0,1,2,0,0,1,1,1,7,1,neutral,,
550,https://github.com/barryvdh/laravel-debugbar/commit/e1d27379a5cb5cbd725aae745525445c2d37dfc3,"in variableListWidget, check if v variable is not null","in variableListWidget, check if v variable is not null",54,1,1,0,1,0,1,0,1,1,0,0,-1,-1,-1,1,1,bad,,
551,https://github.com/barryvdh/laravel-debugbar/commit/876079424bc34ab576d7122b44f7dae7a95d5a3b,"Format vars recursively

Fix blank screens with Administrator",Format vars recursively,23,1,1,1,1,1,1,1,1,2,0,0,1,1,1,20,1,good,,
552,https://github.com/barryvdh/laravel-debugbar/commit/5a012d4bf6ace27e6806d50cf13bc582000af331,Black text,Black text,10,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,0,bad,,
553,https://github.com/barryvdh/laravel-debugbar/commit/1de3522858082aba515952bcb456d32f9ca0411a,"Revert changes

Is fixed in master",Revert changes,14,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,1,20,good,,
554,https://github.com/barryvdh/laravel-debugbar/commit/b3cad97ace551e02bd5ebc667c621f1649f1ec29,Fixed a typo,Fixed a typo,12,1,1,1,1,0,1,1,1,2,0,0,-1,-1,-1,1,1,good,,
555,https://github.com/barryvdh/laravel-debugbar/commit/55bc0442596df981d688ff37d96a263343e02947,Tweak View displaying,Tweak View displaying,21,1,1,1,1,1,1,1,1,5,0,0,-1,-1,-1,11,6,good,,
556,https://github.com/barryvdh/laravel-debugbar/commit/108d867830e0ecd02e4ad87b23618aa9fdbae692,Add some safety checks,Add some safety checks,22,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,4,4,good,,
557,https://github.com/barryvdh/laravel-debugbar/commit/0e1237dd8a891db75b0d7be1eb6456fadf29febb,Update public files,Update public files,19,1,1,1,1,1,1,1,21,11,0,0,0.55,0.7,0.53,7029,3,bad,,
558,https://github.com/barryvdh/laravel-debugbar/commit/efd7a014ca15c20c6bcf93c0869ad8c10e27929d,Add note about vendors,Add note about vendors,22,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,7,0,good,,
559,https://github.com/barryvdh/laravel-debugbar/commit/7e7d5ae23c5af0d959a68c9fce75d36ea051d7cb,"Change asset publishing

Use the upstream assets, so they are always up-to-date.",Change asset publishing,23,1,1,1,1,1,1,1,38,2,0,0,0.17,0.11,0.16,108,12758,bad,,
560,https://github.com/barryvdh/laravel-debugbar/commit/5ad462f3c6b3ae33aab96bca4aec992477b355e6,Add note about RouteCollector on <4.0.6,Add note about RouteCollector on <4.0.6,39,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good,,
561,https://github.com/barryvdh/laravel-debugbar/commit/8e93d33d95ee62be336757b83093f3ff7f849949,Add headers in response for ajax requests etc.,Add headers in response for ajax requests etc.,46,1,1,1,0,1,1,1,2,5,0,0,0.27,0.42,0.27,39,19,neutral,,
562,https://github.com/barryvdh/laravel-debugbar/commit/8968ad8079d02c67cf27f3869cfbc40c95b0ca98,Refactor a bit,Refactor a bit,14,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,6,7,bad,,
563,https://github.com/barryvdh/laravel-debugbar/commit/b7e60ca29ce90755bd5fea46c5cbd20cfa32a050,Move some functions around.,Move some functions around.,27,1,1,1,0,1,1,1,2,8,0,0,-1,-1,-1,53,59,neutral,,
564,https://github.com/barryvdh/laravel-debugbar/commit/ff03cbab98818e480ff96b386a86e3d4e3a52c9f,Use 'close' event instead of 'after' router,Use 'close' event instead of 'after' router,43,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good,,
565,https://github.com/barryvdh/laravel-debugbar/commit/0bb4404ebcd86d00141cfc94f7104523af4c5551,Stack data in session after redirect,Stack data in session after redirect,36,1,1,1,1,1,1,1,2,10,0,0,1,1,1,92,6,neutral,,
566,https://github.com/barryvdh/laravel-debugbar/commit/78133bff79bf6e507707418658d2d465dc404fd6,Double name,Double name,11,1,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,3,3,bad,,
567,https://github.com/barryvdh/laravel-debugbar/commit/a42e3614113ff8564de65f157bc2be05e795e8ef,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,6,3,neutral,,
568,https://github.com/barryvdh/laravel-debugbar/commit/176e3707401c0869a6a26e293aa7b1e285bc117e,Add Mail logger,Add Mail logger,15,1,1,1,1,1,1,1,2,3,0,0,1,-1,1,22,9,good,,
569,https://github.com/barryvdh/laravel-debugbar/commit/dafe5543787581d42433e2a0e9319e24f16f47e8,Refactor a bit,Refactor a bit,14,1,1,1,1,1,1,0,2,6,0,0,-1,1,-1,101,108,bad,,
570,https://github.com/barryvdh/laravel-debugbar/commit/5a31e2aaabc1e843a247ff25cf1fe14de5424d21,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,16,3,good,,
571,https://github.com/barryvdh/laravel-debugbar/commit/173110240431bd6fa078a5407d718e8892963703,Update screenshot,Update screenshot,17,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good,,
572,https://github.com/barryvdh/laravel-debugbar/commit/dd0ed09cff361716c7b815fcfc9eb0bfb8dc2ed2,Clarify vendors,Clarify vendors,15,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,2,good,,
573,https://github.com/barryvdh/laravel-debugbar/commit/b544c2e8cd5ba7041a2c9b853a0b889398d8b6ea,"Fix commit

To prepare for breaking changes.",Fix commit,10,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,neutral,,
574,https://github.com/barryvdh/laravel-debugbar/commit/3390cb4d23c64bcce5ad209bc1a6b90bd8cba736,Update for Driver driven HTTP Session,Update for Driver driven HTTP Session,37,1,1,1,1,1,1,0,4,9,0,0,-1,0.71,-1,89,106,bad,1,
575,https://github.com/barryvdh/laravel-debugbar/commit/d6a0aaf057d410c7b13172e4fd0e0af4bd9405a6,Tweak a bit,Tweak a bit,11,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,3,1,bad,,
576,https://github.com/barryvdh/laravel-debugbar/commit/4effb746247cfc0dd43c246e313ab09a63796727,Cleanup,Cleanup,7,1,1,1,1,1,1,0,3,4,0,0,-1,-1,-1,1,16,bad,,
577,https://github.com/barryvdh/laravel-debugbar/commit/3157e9f4064bde9d683512024f407029a0cf016e,Move logic from facade to LaravelDebugbar,Move logic from facade to LaravelDebugbar,41,1,1,1,1,1,1,1,2,13,0,0,-1,-1,-1,103,133,neutral,,
578,https://github.com/barryvdh/laravel-debugbar/commit/817c215efddee01d8b3a3267ec86d7941c0528a8,Update readme,Update readme,13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,2,neutral,,
579,https://github.com/barryvdh/laravel-debugbar/commit/0f3a9090c5af46473571631a50c0f47121921543,"Fix Session store

Update for changes in https://github.com/laravel/framework/commit/3816e425ae3fdaa69474763737d5e906e073c9a9",Fix Session store,17,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,2,2,neutral,,
580,https://github.com/barryvdh/laravel-debugbar/commit/7ab85222542b4993b276495036d0a313c9a8a23e,Make SessionStore work on old+new version,Make SessionStore work on old+new version,41,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,6,2,good,,
581,https://github.com/barryvdh/laravel-debugbar/commit/29f7b0f14ca8f790558034e976355de79618a35b,"Allow Debugbar to be disabled during runtime

Fixes #9
Just call `Config::set('laravel-debugbar::config.enabled', false); `
anywhere before the Response is sent and the debugbar won't be added to
the response.",Allow Debugbar to be disabled during runtime,44,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good,,
582,https://github.com/barryvdh/laravel-debugbar/commit/a189f088a0bc5a880b2a4b46f2fec0c53b01285e,"Add check for route

Check if the route is the correct type, otherwise return empty array.
Prevents error for empty routes (or perhaps changes/wrong route
collector). Fixes #11",Add check for route,19,1,1,1,1,1,1,1,2,4,0,0,1,1,1,8,2,good,,
583,https://github.com/barryvdh/laravel-debugbar/commit/a27630a19c20d74fd6423d96cda5e256f941e5cb,Add addMeasure to Debugbar/Facade,Add addMeasure to Debugbar/Facade,33,1,1,1,1,1,1,1,2,1,0,1,1,-1,1,17,0,good,,
584,https://github.com/barryvdh/laravel-debugbar/commit/67e9d3a7dd573f41be5d4d79bfae67746cd73242,Add timing for Booting/Application,Add timing for Booting/Application,34,1,1,1,1,1,1,1,2,0,0,-1,1,-1,1,13,1,good,,
585,https://github.com/barryvdh/laravel-debugbar/commit/b8983d09409bde2c3ce5a47bc8d7f2b598937294,Check for LARAVEL_START,Check for LARAVEL_START,23,1,1,1,1,1,1,0,1,0,0,-1,-1,1,-1,3,1,neutral,1,
586,https://github.com/barryvdh/laravel-debugbar/commit/ecbf2730fef5ec29e58506a5840a6a68123d4542,"Make ajax capturing configurable.

Should fix #14",Make ajax capturing configurable.,33,1,1,1,0,1,1,1,2,1,0,0,1,1,1,12,1,good,,
587,https://github.com/barryvdh/laravel-debugbar/commit/abbf54117e4d815043cf716b3e3af938f79a2583,"Add option for SQL Param binding

Fixes #21",Add option for SQL Param binding,32,1,1,1,1,1,1,1,2,2,0,0,0.8,1,0.8,19,3,good,,
588,https://github.com/barryvdh/laravel-debugbar/commit/f490b513c7551f9057ba383f2e4a4dcc27f1c5c7,"Allow multiple connections

Add option to set extra connections, fixes #22",Allow multiple connections,26,1,1,1,1,1,1,1,2,2,0,0,1,-1,1,15,0,good,,
589,https://github.com/barryvdh/laravel-debugbar/commit/7e7e6da8e34299a5bd5bb65a85c8c3279689e6ba,Move mail config,Move mail config,16,1,1,1,1,1,1,1,2,2,0,0,1,1,1,4,2,good,,
590,https://github.com/barryvdh/laravel-debugbar/commit/06ff60adae8fdf32852fd044292c0799ddec6bef,"Escape View Data

Fixes #23",Escape View Data,16,1,1,1,1,1,1,0,1,2,0,0,-1,1,1,5,1,neutral,,
